Country,Continent,Year,Population,GPD per capita,"Life expectancy at birth, total (years)"
New Zealand,Oceania,1962,2488550,13175.678,71.24
New Zealand,Oceania,1967,2728150,14463.91893,71.52
New Zealand,Oceania,1972,2929100,16046.03728,71.89
New Zealand,Oceania,1977,3164900,16233.7177,72.22
New Zealand,Oceania,1982,3210650,17632.4104,73.84
New Zealand,Oceania,1987,3317166,19007.19129,74.32
New Zealand,Oceania,1992,3437674,18363.32494,76.33
New Zealand,Oceania,1997,3676187,21050.41377,77.55
New Zealand,Oceania,2002,3908037,23189.80135,79.11
New Zealand,Oceania,2007,4115771,25185.00911,80.204
Nicaragua,Americas,1952,1165790,3112.363948,42.314
Nicaragua,Americas,1957,1358828,3457.415947,45.432
Nicaragua,Americas,1962,1590597,3634.364406,48.632
Nicaragua,Americas,1967,1865490,4643.393534,51.884
Nicaragua,Americas,1972,2182908,4688.593267,55.151
Nicaragua,Americas,1977,2554598,5486.371089,57.47
Nicaragua,Americas,1982,2979423,3470.338156,59.298
Nicaragua,Americas,1987,3344353,2955.984375,62.008
Nicaragua,Americas,1992,4017939,2170.151724,65.843
Nicaragua,Americas,1997,4609572,2253.023004,68.426
Nicaragua,Americas,2002,5146848,2474.548819,70.836
Nicaragua,Americas,2007,5675356,2749.320965,72.899
Niger,Africa,1952,3379468,761.879376,37.444
Niger,Africa,1957,3692184,835.5234025,38.598
Niger,Africa,1962,4076008,997.7661127,39.487
Niger,Africa,1967,4534062,1054.384891,40.118
Niger,Africa,1972,5060262,954.2092363,40.546
Niger,Africa,1977,5682086,808.8970728,41.291
Niger,Africa,1982,6437188,909.7221354,42.598
Niger,Africa,1987,7332638,668.3000228,44.555
Niger,Africa,1992,8392818,581.182725,47.391
Niger,Africa,1997,9666252,580.3052092,51.313
Niger,Africa,2002,11140655,601.0745012,54.496
Niger,Africa,2007,12894865,619.6768924,56.867
Nigeria,Africa,1952,33119096,1077.281856,36.324
Nigeria,Africa,1957,37173340,1100.592563,37.802
Nigeria,Africa,1962,41871351,1150.927478,39.36
Nigeria,Africa,1967,47287752,1014.514104,41.04
Nigeria,Africa,1972,53740085,1698.388838,42.821
Nigeria,Africa,1977,62209173,1981.951806,44.514
Nigeria,Africa,1982,73039376,1576.97375,45.826
Nigeria,Africa,1987,81551520,1385.029563,46.886
Nigeria,Africa,1992,93364244,1619.848217,47.472
Nigeria,Africa,1997,106207839,1624.941275,47.464
Nigeria,Africa,2002,119901274,1615.286395,46.608
Nigeria,Africa,2007,135031164,2013.977305,46.859
North Korea,Asia,1952,8865488,1088.277758,50.056
North Korea,Asia,1957,9411381,1571.134655,54.081
North Korea,Asia,1962,10917494,1621.693598,56.656
North Korea,Asia,1967,12617009,2143.540609,59.942
North Korea,Asia,1972,14781241,3701.621503,63.983
North Korea,Asia,1977,16325320,4106.301249,67.159
North Korea,Asia,1982,17647518,4106.525293,69.1
North Korea,Asia,1987,19067554,4106.492315,70.647
North Korea,Asia,1992,20711375,3726.063507,69.978
North Korea,Asia,1997,21585105,1690.756814,67.727
North Korea,Asia,2002,22215365,1646.758151,66.662
North Korea,Asia,2007,23301725,1593.06548,67.297
Norway,Europe,1952,3327728,10095.42172,72.67
Norway,Europe,1957,3491938,11653.97304,73.44
Norway,Europe,1962,3638919,13450.40151,73.47
Norway,Europe,1967,3786019,16361.87647,74.08
Norway,Europe,1972,3933004,18965.05551,74.34
Norway,Europe,1977,4043205,23311.34939,75.37
Norway,Europe,1982,4114787,26298.63531,75.97
Norway,Europe,1987,4186147,31540.9748,75.89
Norway,Europe,1992,4286357,33965.66115,77.32
Norway,Europe,1997,4405672,41283.16433,78.32
Norway,Europe,2002,4535591,44683.97525,79.05
Norway,Europe,2007,4627926,49357.19017,80.196
Oman,Asia,1952,507833,1828.230307,37.578
Oman,Asia,1957,561977,2242.746551,40.08
Oman,Asia,1962,628164,2924.638113,43.165
Oman,Asia,1967,714775,4720.942687,46.988
Oman,Asia,1972,829050,10618.03855,52.143
Oman,Asia,1977,1004533,11848.34392,57.367
Oman,Asia,1982,1301048,12954.79101,62.728
Oman,Asia,1987,1593882,18115.22313,67.734
Oman,Asia,1992,1915208,18616.70691,71.197
Oman,Asia,1997,2283635,19702.05581,72.499
Oman,Asia,2002,2713462,19774.83687,74.193
Oman,Asia,2007,3204897,22316.19287,75.64
Pakistan,Asia,1952,41346560,684.5971438,43.436
Pakistan,Asia,1957,46679944,747.0835292,45.557
Pakistan,Asia,1962,53100671,803.3427418,47.67
Pakistan,Asia,1967,60641899,942.4082588,49.8
Pakistan,Asia,1972,69325921,1049.938981,51.929
Pakistan,Asia,1977,78152686,1175.921193,54.043
Pakistan,Asia,1982,91462088,1443.429832,56.158
Pakistan,Asia,1987,105186881,1704.686583,58.245
Pakistan,Asia,1992,120065004,1971.829464,60.838
Pakistan,Asia,1997,135564834,2049.350521,61.818
Pakistan,Asia,2002,153403524,2092.712441,63.61
Pakistan,Asia,2007,169270617,2605.94758,65.483
Panama,Americas,1952,940080,2480.380334,55.191
Panama,Americas,1957,1063506,2961.800905,59.201
Panama,Americas,1962,1215725,3536.540301,61.817
Panama,Americas,1967,1405486,4421.009084,64.071
Panama,Americas,1972,1616384,5364.249663,66.216
Panama,Americas,1977,1839782,5351.912144,68.681
Panama,Americas,1982,2036305,7009.601598,70.472
Panama,Americas,1987,2253639,7034.779161,71.523
Panama,Americas,1992,2484997,6618.74305,72.462
Panama,Americas,1997,2734531,7113.692252,73.738
Panama,Americas,2002,2990875,7356.031934,74.712
Panama,Americas,2007,3242173,9809.185636,75.537
Paraguay,Americas,1952,1555876,1952.308701,62.649
Paraguay,Americas,1957,1770902,2046.154706,63.196
Paraguay,Americas,1962,2009813,2148.027146,64.361
Paraguay,Americas,1967,2287985,2299.376311,64.951
Paraguay,Americas,1972,2614104,2523.337977,65.815
Paraguay,Americas,1977,2984494,3248.373311,66.353
Paraguay,Americas,1982,3366439,4258.503604,66.874
Paraguay,Americas,1987,3886512,3998.875695,67.378
Paraguay,Americas,1992,4483945,4196.411078,68.225
Paraguay,Americas,1997,5154123,4247.400261,69.4
Paraguay,Americas,2002,5884491,3783.674243,70.755
Paraguay,Americas,2007,6667147,4172.838464,71.752
Peru,Americas,1952,8025700,3758.523437,43.902
Peru,Americas,1957,9146100,4245.256698,46.263
Peru,Americas,1962,10516500,4957.037982,49.096
Peru,Americas,1967,12132200,5788.09333,51.445
Peru,Americas,1972,13954700,5937.827283,55.448
Peru,Americas,1977,15990099,6281.290855,58.447
Peru,Americas,1982,18125129,6434.501797,61.406
Peru,Americas,1987,20195924,6360.943444,64.134
Peru,Americas,1992,22430449,4446.380924,66.458
Peru,Americas,1997,24748122,5838.347657,68.386
Peru,Americas,2002,26769436,5909.020073,69.906
Peru,Americas,2007,28674757,7408.905561,71.421
Philippines,Asia,1952,22438691,1272.880995,47.752
Philippines,Asia,1957,26072194,1547.944844,51.334
Philippines,Asia,1962,30325264,1649.552153,54.757
Philippines,Asia,1967,35356600,1814.12743,56.393
Philippines,Asia,1972,40850141,1989.37407,58.065
Philippines,Asia,1977,46850962,2373.204287,60.06
Philippines,Asia,1982,53456774,2603.273765,62.082
Philippines,Asia,1987,60017788,2189.634995,64.151
Philippines,Asia,1992,67185766,2279.324017,66.458
Philippines,Asia,1997,75012988,2536.534925,68.564
Philippines,Asia,2002,82995088,2650.921068,70.303
Philippines,Asia,2007,91077287,3190.481016,71.688
Poland,Europe,1952,25730551,4029.329699,61.31
Poland,Europe,1957,28235346,4734.253019,65.77
Poland,Europe,1962,30329617,5338.752143,67.64
Poland,Europe,1967,31785378,6557.152776,69.61
Poland,Europe,1972,33039545,8006.506993,70.85
Poland,Europe,1977,34621254,9508.141454,70.67
Poland,Europe,1982,36227381,8451.531004,71.32
Poland,Europe,1987,37740710,9082.351172,70.98
Poland,Europe,1992,38370697,7738.881247,70.99
Poland,Europe,1997,38654957,10159.58368,72.75
Poland,Europe,2002,38625976,12002.23908,74.67
Poland,Europe,2007,38518241,15389.92468,75.563
Portugal,Europe,1952,8526050,3068.319867,59.82
Portugal,Europe,1957,8817650,3774.571743,61.51
Portugal,Europe,1962,9019800,4727.954889,64.39
Portugal,Europe,1967,9103000,6361.517993,66.6
Portugal,Europe,1972,8970450,9022.247417,69.26
Portugal,Europe,1977,9662600,10172.48572,70.41
Portugal,Europe,1982,9859650,11753.84291,72.77
Portugal,Europe,1987,9915289,13039.30876,74.06
Portugal,Europe,1992,9927680,16207.26663,74.86
Portugal,Europe,1997,10156415,17641.03156,75.97
Portugal,Europe,2002,10433867,19970.90787,77.29
Portugal,Europe,2007,10642836,20509.64777,78.098
Puerto Rico,Americas,1952,2227000,3081.959785,64.28
Puerto Rico,Americas,1957,2260000,3907.156189,68.54
Puerto Rico,Americas,1962,2448046,5108.34463,69.62
Puerto Rico,Americas,1967,2648961,6929.277714,71.1
Puerto Rico,Americas,1972,2847132,9123.041742,72.16
Puerto Rico,Americas,1977,3080828,9770.524921,73.44
Puerto Rico,Americas,1982,3279001,10330.98915,73.75
Puerto Rico,Americas,1987,3444468,12281.34191,74.63
Puerto Rico,Americas,1992,3585176,14641.58711,73.911
Puerto Rico,Americas,1997,3759430,16999.4333,74.917
Puerto Rico,Americas,2002,3859606,18855.60618,77.778
Puerto Rico,Americas,2007,3942491,19328.70901,78.746
Republic of the Congo,Africa,1952,854885,2125.621418,42.111
Republic of the Congo,Africa,1957,940458,2315.056572,45.053
Republic of the Congo,Africa,1962,1047924,2464.783157,48.435
Republic of the Congo,Africa,1967,1179760,2677.939642,52.04
Republic of the Congo,Africa,1972,1340458,3213.152683,54.907
Republic of the Congo,Africa,1977,1536769,3259.178978,55.625
Republic of the Congo,Africa,1982,1774735,4879.507522,56.695
Republic of the Congo,Africa,1987,2064095,4201.194937,57.47
Republic of the Congo,Africa,1992,2409073,4016.239529,56.433
Republic of the Congo,Africa,1997,2800947,3484.164376,52.962
Republic of the Congo,Africa,2002,3328795,3484.06197,52.97
Republic of the Congo,Africa,2007,3800610,3632.557798,55.322
Romania,Europe,1952,16630000,3144.613186,61.05
Romania,Europe,1957,17829327,3943.370225,64.1
Romania,Europe,1962,18680721,4734.997586,66.8
Romania,Europe,1967,19284814,6470.866545,66.8
Romania,Europe,1972,20662648,8011.414402,69.21
Romania,Europe,1977,21658597,9356.39724,69.46
Romania,Europe,1982,22356726,9605.314053,69.66
Romania,Europe,1987,22686371,9696.273295,69.53
Romania,Europe,1992,22797027,6598.409903,69.36
Romania,Europe,1997,22562458,7346.547557,69.72
Romania,Europe,2002,22404337,7885.360081,71.322
Romania,Europe,2007,22276056,10808.47561,72.476
Rwanda,Africa,1952,2534927,493.3238752,40
Rwanda,Africa,1957,2822082,540.2893983,41.5
Rwanda,Africa,1962,3051242,597.4730727,43
Rwanda,Africa,1967,3451079,510.9637142,44.1
Rwanda,Africa,1972,3992121,590.5806638,44.6
Rwanda,Africa,1977,4657072,670.0806011,45
Rwanda,Africa,1982,5507565,881.5706467,46.218
Rwanda,Africa,1987,6349365,847.991217,44.02
Rwanda,Africa,1992,7290203,737.0685949,23.599
Rwanda,Africa,1997,7212583,589.9445051,36.087
Rwanda,Africa,2002,7852401,785.6537648,43.413
Rwanda,Africa,2007,8860588,863.0884639,46.242
Sao Tome and Principe,Africa,1952,60011,879.5835855,46.471
Sao Tome and Principe,Africa,1957,61325,860.7369026,48.945
Sao Tome and Principe,Africa,1962,65345,1071.551119,51.893
Sao Tome and Principe,Africa,1967,70787,1384.840593,54.425
Sao Tome and Principe,Africa,1972,76595,1532.985254,56.48
Sao Tome and Principe,Africa,1977,86796,1737.561657,58.55
Sao Tome and Principe,Africa,1982,98593,1890.218117,60.351
Sao Tome and Principe,Africa,1987,110812,1516.525457,61.728
Sao Tome and Principe,Africa,1992,125911,1428.777814,62.742
Sao Tome and Principe,Africa,1997,145608,1339.076036,63.306
Sao Tome and Principe,Africa,2002,170372,1353.09239,64.337
Sao Tome and Principe,Africa,2007,199579,1598.435089,65.528
Saudi Arabia,Asia,1952,4005677,6459.554823,39.875
Saudi Arabia,Asia,1957,4419650,8157.591248,42.868
Saudi Arabia,Asia,1962,4943029,11626.41975,45.914
Saudi Arabia,Asia,1967,5618198,16903.04886,49.901
Saudi Arabia,Asia,1972,6472756,24837.42865,53.886
Saudi Arabia,Asia,1977,8128505,34167.7626,58.69
Saudi Arabia,Asia,1982,11254672,33693.17525,63.012
Saudi Arabia,Asia,1987,14619745,21198.26136,66.295
Saudi Arabia,Asia,1992,16945857,24841.61777,68.768
Saudi Arabia,Asia,1997,21229759,20586.69019,70.533
Saudi Arabia,Asia,2002,24501530,19014.54118,71.626
Saudi Arabia,Asia,2007,27601038,21654.83194,72.777
Senegal,Africa,1952,2755589,1450.356983,37.278
Senegal,Africa,1957,3054547,1567.653006,39.329
Senegal,Africa,1962,3430243,1654.988723,41.454
Senegal,Africa,1967,3965841,1612.404632,43.563
Senegal,Africa,1972,4588696,1597.712056,45.815
Senegal,Africa,1977,5260855,1561.769116,48.879
Senegal,Africa,1982,6147783,1518.479984,52.379
Senegal,Africa,1987,7171347,1441.72072,55.769
Senegal,Africa,1992,8307920,1367.899369,58.196
Senegal,Africa,1997,9535314,1392.368347,60.187
Senegal,Africa,2002,10870037,1519.635262,61.6
Senegal,Africa,2007,12267493,1712.472136,63.062
Serbia,Europe,1952,6860147,3581.459448,57.996
Serbia,Europe,1957,7271135,4981.090891,61.685
Serbia,Europe,1962,7616060,6289.629157,64.531
Serbia,Europe,1967,7971222,7991.707066,66.914
Serbia,Europe,1972,8313288,10522.06749,68.7
Serbia,Europe,1977,8686367,12980.66956,70.3
Serbia,Europe,1982,9032824,15181.0927,70.162
Serbia,Europe,1987,9230783,15870.87851,71.218
Serbia,Europe,1992,9826397,9325.068238,71.659
Serbia,Europe,1997,10336594,7914.320304,72.232
Serbia,Europe,2002,10111559,7236.075251,73.213
Serbia,Europe,2007,10150265,9786.534714,74.002
Sierra Leone,Africa,1952,2143249,879.7877358,30.331
Sierra Leone,Africa,1957,2295678,1004.484437,31.57
Sierra Leone,Africa,1962,2467895,1116.639877,32.767
Sierra Leone,Africa,1967,2662190,1206.043465,34.113
Sierra Leone,Africa,1972,2879013,1353.759762,35.4
Sierra Leone,Africa,1977,3140897,1348.285159,36.788
Sierra Leone,Africa,1982,3464522,1465.010784,38.445
Sierra Leone,Africa,1987,3868905,1294.447788,40.006
Sierra Leone,Africa,1992,4260884,1068.696278,38.333
Sierra Leone,Africa,1997,4578212,574.6481576,39.897
Sierra Leone,Africa,2002,5359092,699.489713,41.012
Sierra Leone,Africa,2007,6144562,862.5407561,42.568
Singapore,Asia,1952,1127000,2315.138227,60.396
Singapore,Asia,1957,1445929,2843.104409,63.179
Singapore,Asia,1962,1750200,3674.735572,65.798
Singapore,Asia,1967,1977600,4977.41854,67.946
Singapore,Asia,1972,2152400,8597.756202,69.521
Singapore,Asia,1977,2325300,11210.08948,70.795
Singapore,Asia,1982,2651869,15169.16112,71.76
Singapore,Asia,1987,2794552,18861.53081,73.56
Singapore,Asia,1992,3235865,24769.8912,75.788
Singapore,Asia,1997,3802309,33519.4766,77.158
Singapore,Asia,2002,4197776,36023.1054,78.77
Singapore,Asia,2007,4553009,47143.17964,79.972
Slovakia,Europe,1952,3558137,5074.659104,64.36
Slovakia,Europe,1957,3844277,6093.26298,67.45
Slovakia,Europe,1962,4237384,7481.107598,70.33
Slovakia,Europe,1967,4442238,8412.902397,70.98
Slovakia,Europe,1972,4593433,9674.167626,70.35
Slovakia,Europe,1977,4827803,10922.66404,70.45
Slovakia,Europe,1982,5048043,11348.54585,70.8
Slovakia,Europe,1987,5199318,12037.26758,71.08
Slovakia,Europe,1992,5302888,9498.467723,71.38
Slovakia,Europe,1997,5383010,12126.23065,72.71
Slovakia,Europe,2002,5410052,13638.77837,73.8
Slovakia,Europe,2007,5447502,18678.31435,74.663
Slovenia,Europe,1952,1489518,4215.041741,65.57
Slovenia,Europe,1957,1533070,5862.276629,67.85
Slovenia,Europe,1962,1582962,7402.303395,69.15
Slovenia,Europe,1967,1646912,9405.489397,69.18
Slovenia,Europe,1972,1694510,12383.4862,69.82
Slovenia,Europe,1977,1746919,15277.03017,70.97
Slovenia,Europe,1982,1861252,17866.72175,71.063
Slovenia,Europe,1987,1945870,18678.53492,72.25
Slovenia,Europe,1992,1999210,14214.71681,73.64
Slovenia,Europe,1997,2011612,17161.10735,75.13
Slovenia,Europe,2002,2011497,20660.01936,76.66
Slovenia,Europe,2007,2009245,25768.25759,77.926
Somalia,Africa,1952,2526994,1135.749842,32.978
Somalia,Africa,1957,2780415,1258.147413,34.977
Somalia,Africa,1962,3080153,1369.488336,36.981
Somalia,Africa,1967,3428839,1284.73318,38.977
Somalia,Africa,1972,3840161,1254.576127,40.973
Somalia,Africa,1977,4353666,1450.992513,41.974
Somalia,Africa,1982,5828892,1176.807031,42.955
Somalia,Africa,1987,6921858,1093.244963,44.501
Somalia,Africa,1992,6099799,926.9602964,39.658
Somalia,Africa,1997,6633514,930.5964284,43.795
Somalia,Africa,2002,7753310,882.0818218,45.936
Somalia,Africa,2007,9118773,926.1410683,48.159
South Africa,Africa,1952,14264935,4725.295531,45.009
South Africa,Africa,1957,16151549,5487.104219,47.985
South Africa,Africa,1962,18356657,5768.729717,49.951
South Africa,Africa,1967,20997321,7114.477971,51.927
South Africa,Africa,1972,23935810,7765.962636,53.696
South Africa,Africa,1977,27129932,8028.651439,55.527
South Africa,Africa,1982,31140029,8568.266228,58.161
South Africa,Africa,1987,35933379,7825.823398,60.834
South Africa,Africa,1992,39964159,7225.069258,61.888
South Africa,Africa,1997,42835005,7479.188244,60.236
South Africa,Africa,2002,44433622,7710.946444,53.365
South Africa,Africa,2007,43997828,9269.657808,49.339
South Korea,Asia,1952,20947571,1030.592226,47.453
South Korea,Asia,1957,22611552,1487.593537,52.681
South Korea,Asia,1962,26420307,1536.344387,55.292
South Korea,Asia,1967,30131000,2029.228142,57.716
South Korea,Asia,1972,33505000,3030.87665,62.612
South Korea,Asia,1977,36436000,4657.22102,64.766
South Korea,Asia,1982,39326000,5622.942464,67.123
South Korea,Asia,1987,41622000,8533.088805,69.81
South Korea,Asia,1992,43805450,12104.27872,72.244
South Korea,Asia,1997,46173816,15993.52796,74.647
South Korea,Asia,2002,47969150,19233.98818,77.045
South Korea,Asia,2007,49044790,23348.13973,78.623
Spain,Europe,1952,28549870,3834.034742,64.94
Spain,Europe,1957,29841614,4564.80241,66.66
Spain,Europe,1962,31158061,5693.843879,69.69
Spain,Europe,1967,32850275,7993.512294,71.44
Spain,Europe,1972,34513161,10638.75131,73.06
Spain,Europe,1977,36439000,13236.92117,74.39
Spain,Europe,1982,37983310,13926.16997,76.3
Spain,Europe,1987,38880702,15764.98313,76.9
Spain,Europe,1992,39549438,18603.06452,77.57
Spain,Europe,1997,39855442,20445.29896,78.77
Spain,Europe,2002,40152517,24835.47166,79.78
Spain,Europe,2007,40448191,28821.0637,80.941
Sri Lanka,Asia,1952,7982342,1083.53203,57.593
Sri Lanka,Asia,1957,9128546,1072.546602,61.456
Sri Lanka,Asia,1962,10421936,1074.47196,62.192
Sri Lanka,Asia,1967,11737396,1135.514326,64.266
Sri Lanka,Asia,1972,13016733,1213.39553,65.042
Sri Lanka,Asia,1977,14116836,1348.775651,65.949
Sri Lanka,Asia,1982,15410151,1648.079789,68.757
Sri Lanka,Asia,1987,16495304,1876.766827,69.011
Sri Lanka,Asia,1992,17587060,2153.739222,70.379
Sri Lanka,Asia,1997,18698655,2664.477257,70.457
Sri Lanka,Asia,2002,19576783,3015.378833,70.815
Sri Lanka,Asia,2007,20378239,3970.095407,72.396
Sudan,Africa,1952,8504667,1615.991129,38.635
Sudan,Africa,1957,9753392,1770.337074,39.624
Sudan,Africa,1962,11183227,1959.593767,40.87
Sudan,Africa,1967,12716129,1687.997641,42.858
Sudan,Africa,1972,14597019,1659.652775,45.083
Sudan,Africa,1977,17104986,2202.988423,47.8
Sudan,Africa,1982,20367053,1895.544073,50.338
Sudan,Africa,1987,24725960,1507.819159,51.744
Sudan,Africa,1992,28227588,1492.197043,53.556
Sudan,Africa,1997,32160729,1632.210764,55.373
Sudan,Africa,2002,37090298,1993.398314,56.369
Sudan,Africa,2007,42292929,2602.394995,58.556
Swaziland,Africa,1952,290243,1148.376626,41.407
Swaziland,Africa,1957,326741,1244.708364,43.424
Swaziland,Africa,1962,370006,1856.182125,44.992
Swaziland,Africa,1967,420690,2613.101665,46.633
Swaziland,Africa,1972,480105,3364.836625,49.552
Swaziland,Africa,1977,551425,3781.410618,52.537
Swaziland,Africa,1982,649901,3895.384018,55.561
Swaziland,Africa,1987,779348,3984.839812,57.678
Swaziland,Africa,1992,962344,3553.0224,58.474
Swaziland,Africa,1997,1054486,3876.76846,54.289
Swaziland,Africa,2002,1130269,4128.116943,43.869
Swaziland,Africa,2007,1133066,4513.480643,39.613
Sweden,Europe,1952,7124673,8527.844662,71.86
Sweden,Europe,1957,7363802,9911.878226,72.49
Sweden,Europe,1962,7561588,12329.44192,73.37
Sweden,Europe,1967,7867931,15258.29697,74.16
Sweden,Europe,1972,8122293,17832.02464,74.72
Sweden,Europe,1977,8251648,18855.72521,75.44
Sweden,Europe,1982,8325260,20667.38125,76.42
Sweden,Europe,1987,8421403,23586.92927,77.19
Sweden,Europe,1992,8718867,23880.01683,78.16
Sweden,Europe,1997,8897619,25266.59499,79.39
Sweden,Europe,2002,8954175,29341.63093,80.04
Sweden,Europe,2007,9031088,33859.74835,80.884
Switzerland,Europe,1952,4815000,14734.23275,69.62
Switzerland,Europe,1957,5126000,17909.48973,70.56
Switzerland,Europe,1962,5666000,20431.0927,71.32
Switzerland,Europe,1967,6063000,22966.14432,72.77
Switzerland,Europe,1972,6401400,27195.11304,73.78
Switzerland,Europe,1977,6316424,26982.29052,75.39
Switzerland,Europe,1982,6468126,28397.71512,76.21
Switzerland,Europe,1987,6649942,30281.70459,77.41
Switzerland,Europe,1992,6995447,31871.5303,78.03
Switzerland,Europe,1997,7193761,32135.32301,79.37
Switzerland,Europe,2002,7361757,34480.95771,80.62
Switzerland,Europe,2007,7554661,37506.41907,81.701
Syria,Asia,1952,3661549,1643.485354,45.883
Syria,Asia,1957,4149908,2117.234893,48.284
Syria,Asia,1962,4834621,2193.037133,50.305
Syria,Asia,1967,5680812,1881.923632,53.655
Syria,Asia,1972,6701172,2571.423014,57.296
Syria,Asia,1977,7932503,3195.484582,61.195
Syria,Asia,1982,9410494,3761.837715,64.59
Syria,Asia,1987,11242847,3116.774285,66.974
Syria,Asia,1992,13219062,3340.542768,69.249
Syria,Asia,1997,15081016,4014.238972,71.527
Syria,Asia,2002,17155814,4090.925331,73.053
Syria,Asia,2007,19314747,4184.548089,74.143
Taiwan,Asia,1952,8550362,1206.947913,58.5
Taiwan,Asia,1957,10164215,1507.86129,62.4
Taiwan,Asia,1962,11918938,1822.879028,65.2
Taiwan,Asia,1967,13648692,2643.858681,67.5
Taiwan,Asia,1972,15226039,4062.523897,69.39
Taiwan,Asia,1977,16785196,5596.519826,70.59
Taiwan,Asia,1982,18501390,7426.354774,72.16
Taiwan,Asia,1987,19757799,11054.56175,73.4
Taiwan,Asia,1992,20686918,15215.6579,74.26
Taiwan,Asia,1997,21628605,20206.82098,75.25
Taiwan,Asia,2002,22454239,23235.42329,76.99
Taiwan,Asia,2007,23174294,28718.27684,78.4
Tanzania,Africa,1952,8322925,716.6500721,41.215
Tanzania,Africa,1957,9452826,698.5356073,42.974
Tanzania,Africa,1962,10863958,722.0038073,44.246
Tanzania,Africa,1967,12607312,848.2186575,45.757
Tanzania,Africa,1972,14706593,915.9850592,47.62
Tanzania,Africa,1977,17129565,962.4922932,49.919
Tanzania,Africa,1982,19844382,874.2426069,50.608
Tanzania,Africa,1987,23040630,831.8220794,51.535
Tanzania,Africa,1992,26605473,825.682454,50.44
Tanzania,Africa,1997,30686889,789.1862231,48.466
Tanzania,Africa,2002,34593779,899.0742111,49.651
Tanzania,Africa,2007,38139640,1107.482182,52.517
Thailand,Asia,1952,21289402,757.7974177,50.848
Thailand,Asia,1957,25041917,793.5774148,53.63
Thailand,Asia,1962,29263397,1002.199172,56.061
Thailand,Asia,1967,34024249,1295.46066,58.285
Thailand,Asia,1972,39276153,1524.358936,60.405
Thailand,Asia,1977,44148285,1961.224635,62.494
Thailand,Asia,1982,48827160,2393.219781,64.597
Thailand,Asia,1987,52910342,2982.653773,66.084
Thailand,Asia,1992,56667095,4616.896545,67.298
Thailand,Asia,1997,60216677,5852.625497,67.521
Thailand,Asia,2002,62806748,5913.187529,68.564
Thailand,Asia,2007,65068149,7458.396327,70.616
Togo,Africa,1952,1219113,859.8086567,38.596
Togo,Africa,1957,1357445,925.9083202,41.208
Togo,Africa,1962,1528098,1067.53481,43.922
Togo,Africa,1967,1735550,1477.59676,46.769
Togo,Africa,1972,2056351,1649.660188,49.759
Togo,Africa,1977,2308582,1532.776998,52.887
Togo,Africa,1982,2644765,1344.577953,55.471
Togo,Africa,1987,3154264,1202.201361,56.941
Togo,Africa,1992,3747553,1034.298904,58.061
Togo,Africa,1997,4320890,982.2869243,58.39
Togo,Africa,2002,4977378,886.2205765,57.561
Togo,Africa,2007,5701579,882.9699438,58.42
Trinidad and Tobago,Americas,1952,662850,3023.271928,59.1
Trinidad and Tobago,Americas,1957,764900,4100.3934,61.8
Trinidad and Tobago,Americas,1962,887498,4997.523971,64.9
Trinidad and Tobago,Americas,1967,960155,5621.368472,65.4
Trinidad and Tobago,Americas,1972,975199,6619.551419,65.9
Trinidad and Tobago,Americas,1977,1039009,7899.554209,68.3
Trinidad and Tobago,Americas,1982,1116479,9119.528607,68.832
Trinidad and Tobago,Americas,1987,1191336,7388.597823,69.582
Trinidad and Tobago,Americas,1992,1183669,7370.990932,69.862
Trinidad and Tobago,Americas,1997,1138101,8792.573126,69.465
Trinidad and Tobago,Americas,2002,1101832,11460.60023,68.976
Trinidad and Tobago,Americas,2007,1056608,18008.50924,69.819
Tunisia,Africa,1952,3647735,1468.475631,44.6
Tunisia,Africa,1957,3950849,1395.232468,47.1
Tunisia,Africa,1962,4286552,1660.30321,49.579
Tunisia,Africa,1967,4786986,1932.360167,52.053
Tunisia,Africa,1972,5303507,2753.285994,55.602
Tunisia,Africa,1977,6005061,3120.876811,59.837
Tunisia,Africa,1982,6734098,3560.233174,64.048
Tunisia,Africa,1987,7724976,3810.419296,66.894
Tunisia,Africa,1992,8523077,4332.720164,70.001
Tunisia,Africa,1997,9231669,4876.798614,71.973
Tunisia,Africa,2002,9770575,5722.895655,73.042
Tunisia,Africa,2007,10276158,7092.923025,73.923
Turkey,Europe,1952,22235677,1969.10098,43.585
Turkey,Europe,1957,25670939,2218.754257,48.079
Turkey,Europe,1962,29788695,2322.869908,52.098
Turkey,Europe,1967,33411317,2826.356387,54.336
Turkey,Europe,1972,37492953,3450.69638,57.005
Turkey,Europe,1977,42404033,4269.122326,59.507
Turkey,Europe,1982,47328791,4241.356344,61.036
Turkey,Europe,1987,52881328,5089.043686,63.108
Turkey,Europe,1992,58179144,5678.348271,66.146
Turkey,Europe,1997,63047647,6601.429915,68.835
Turkey,Europe,2002,67308928,6508.085718,70.845
Turkey,Europe,2007,71158647,8458.276384,71.777
Uganda,Africa,1952,5824797,734.753484,39.978
Uganda,Africa,1957,6675501,774.3710692,42.571
Uganda,Africa,1962,7688797,767.2717398,45.344
Uganda,Africa,1967,8900294,908.9185217,48.051
Uganda,Africa,1972,10190285,950.735869,51.016
Uganda,Africa,1977,11457758,843.7331372,50.35
Uganda,Africa,1982,12939400,682.2662268,49.849
Uganda,Africa,1987,15283050,617.7244065,51.509
Uganda,Africa,1992,18252190,644.1707969,48.825
